"L","R","F","M","C"
46.87,376,18,70739,1.077664372
97.5,22,41,56029,1.358675507
48.7,71,12,112511,0.676484166
78.8,10,88,99522,0.764474086
53.3,4,43,103564,0.734484473
38.83,2,53,84028,0.904737825
32.4,20,56,65103,1.167142221
106.1,32,80,114222,0.664970058
75.17,24,42,53030,1.431651895
27.93,1,79,103403,0.7339671
24.37,96,30,85368,0.888219942
111.5,12,30,55918,1.355861619
86.53,23,38,100035,0.757393112
67.4,25,49,100244,0.755588065
22.7,1,122,91128,0.83108397
108.93,7,60,99311,0.762068552
84.17,2,86,96033,0.787367051
63.2,39,6,73392,1.03
24.37,235,6,73392,1.03
109.83,24,59,105575,0.715865404
72.43,3,68,85336,0.885546077
97.77,1,62,87492,0.863288072
45.3,72,38,57596,1.30967272
54.5,6,104,99462,0.757270716
36.7,21,45,113659,0.662631116
93.07,1,59,104352,0.721700494
50.57,11,57,95289,0.789974289
85.33,36,58,103107,0.729874305
99.97,11,78,109710,0.685185398
13.1,11,38,55596,1.351954277
46.63,8,31,55642,1.3507072
22.97,24,91,114600,0.655811606
20.83,1,82,118887,0.631932339
65.33,109,34,66320,1.132759349
113.33,3,54,98038,0.766080091
82.1,38,51,80432,0.933638602
97.77,4,62,91853,0.817490664
61.37,11,101,86102,0.871194513
27.17,3,98,90418,0.82935577
28.53,2,67,99772,0.751497414
78.97,1,58,82250,0.911499088
104.17,10,45,72849,1.028986397
69.7,1,45,77987,0.960536115
52.37,15,55,83780,0.893266651
85.1,31,38,113467,0.659311165
45.17,5,53,85130,0.878743334
39.53,56,39,57001,1.311457343
102.1,9,51,92227,0.810541273
17.47,9,11,81937,0.912206573
97.5,60,31,52216,1.431188333
21.83,7,51,93929,0.795260889
84.73,7,67,95559,0.78088584
97.9,75,65,95518,0.780413325
31.63,14,22,54730,1.361512333
64.23,1,64,101534,0.733608939
93.8,15,70,117261,0.635178874
90.73,14,73,97885,0.760670276
48.6,25,55,91097,0.816942819
56,30,59,88730,0.837943649
56.5,6,63,84128,0.88377199
107.97,6,113,109075,0.681333761
93.07,3,72,60674,1.224716518
98.6,4,122,87871,0.844693244
90.3,3,79,98039,0.756928263
22.77,19,78,81033,0.91528402
83.7,15,45,97205,0.762874749
29.13,2,78,100891,0.734954258
30.07,42,75,78024,0.950140982
97.63,1,72,103478,0.715944549
89.47,180,45,80074,0.925069436
83.2,107,47,105448,0.702358414
50.13,2,61,57474,1.288559697
27.67,88,10,111277,0.665374696
94.5,14,32,79748,0.928148418
73.13,1,57,92596,0.799295542
49.13,85,58,51359,1.441034872
95.57,20,34,99007,0.746978698
79.47,28,45,108968,0.678618494
93.47,15,66,99380,0.743689072
69.47,11,52,54902,1.346142581
109.83,4,103,126385,0.584587649
104.43,61,61,82229,0.897384621
16.87,2,32,68796,1.071943718
21.87,3,92,81252,0.907426648
60.63,6,58,94789,0.777775797
106.37,1,80,100890,0.73022133
101.17,8,46,82198,0.895138446
34.57,14,85,96524,0.762113878
17.33,53,15,87979,0.835734664
63.77,26,55,53082,1.38513677
111.07,9,70,90676,0.810777824
51.2,4,84,88600,0.828726975
100.63,5,85,94910,0.773356654
62.63,8,51,103334,0.710294095
89.77,5,66,87096,0.842461652
31.53,30,13,75939,0.965910007
50,6,85,87222,0.840588842
109.53,11,83,84586,0.866116497
94.9,6,89,76929,0.952323571
44.93,4,85,88084,0.829060102
78.07,20,53,100834,0.724125295
30.13,1,92,93608,0.779446094
57.33,15,54,73594,0.991353507
39.1,6,78,92961,0.784661847
96.67,5,45,94176,0.77380288
53.23,21,57,96770,0.752291723
48.57,18,44,94505,0.770116925
86.8,1,78,97688,0.744750123
42.33,13,69,122130,0.595677639
46.77,13,91,94399,0.770311126
28.03,4,56,99083,0.733522501
70.6,4,44,69243,1.048949208
84.33,7,72,92591,0.784232377
21.17,287,49,81119,0.894173991
23.5,1,37,107668,0.67363915
17.1,4,88,94053,0.770906191
83.97,9,84,101344,0.715400813
57.9,12,58,96418,0.751877658
100.5,4,60,107228,0.676071828
21.4,3,9,91224,0.794444444
19.47,151,11,95158,0.760999706
97.6,10,33,94251,0.76655558
103.83,46,72,108362,0.666644027
98.2,29,38,57045,1.265377684
20.23,130,27,72382,0.997066121
41.07,8,35,71526,1.008923608
105.13,5,84,94699,0.760778361
23.97,31,27,83430,0.863220664
43.13,87,55,91229,0.789220204
94,2,25,60909,1.181765256
99.33,76,24,104992,0.685569377
28.9,404,48,109680,0.65625
49.47,7,65,85774,0.838990253
87.4,5,67,107942,0.666477923
73.03,44,37,96596,0.744337447
38.53,5,68,49054,1.464808986
34.03,15,75,94885,0.756962955
92.5,10,78,95712,0.749861982
67.53,18,29,93670,0.766206897
54.03,4,61,91722,0.78226347
37.27,1,110,94212,0.761354286
84.33,67,26,50464,1.420586557
108.83,7,62,82613,0.867230581
108.23,29,61,97269,0.736404404
90.63,9,62,103017,0.695298834
97.3,37,53,93161,0.768521162
77.5,9,28,48681,1.470489719
94.77,7,67,105406,0.678681764
90.17,18,79,79187,0.902894036
114.57,4,26,74707,0.956791465
91.33,20,60,79936,0.893743995
73.17,25,47,85104,0.839405903
43.1,22,47,93009,0.767970626
108.37,6,47,69445,1.027577651
62.8,5,52,50564,1.410842497
18.97,19,12,86872,0.821038309
82.9,12,47,55930,1.275212587
30.97,14,64,95009,0.750668147
109.57,14,50,91885,0.776086957
21.63,86,11,79822,0.892701511
69.8,8,49,95617,0.745036761
78.43,7,43,76616,0.929799128
89.3,8,59,93989,0.757864857
85.73,3,89,97760,0.728606997
111.27,39,50,66551,1.070130276
65.23,2,60,59525,1.19527963
35.03,12,50,86754,0.820040344
48.2,4,60,102459,0.694059575
72.63,6,67,94955,0.748769944
52,5,40,56236,1.264161391
71.13,2,46,51348,1.38430046
32.47,4,82,83895,0.847254187
95.37,34,56,91642,0.775610746
46.93,27,9,110088,0.645555556
80.37,148,28,48738,1.457490254
49.53,30,65,105426,0.673428376
16.27,14,39,57173,1.241211236
63,5,63,90448,0.784394016
54.33,72,17,60715,1.166852837
47.9,27,8,75179,0.942246505
107.7,3,84,110523,0.640647015
77.2,18,37,90444,0.782823294
79.7,29,80,100267,0.706098218
90.7,3,45,82181,0.861073849
25.57,14,93,83778,0.84441154
73.17,21,44,51657,1.369228759
89.3,2,69,84501,0.835834606
57.63,20,82,97301,0.725362843
86.23,1,78,88944,0.792724074
55.2,3,69,98985,0.712019397
92.63,19,84,92064,0.765469565
78.63,1,64,104064,0.676593058
30.5,10,11,111496,0.630909091
64.67,2,87,99343,0.707182388
46.77,9,36,103715,0.677307911
75.57,31,58,93874,0.748080299
51.17,4,45,89241,0.786511917
36.37,3,78,82663,0.84868599
35.77,58,51,70410,0.996027411
72.17,6,81,94452,0.74244971
75.33,1,67,86831,0.807476938
95.33,12,83,93223,0.751684992
90.43,48,38,79321,0.88335611
43.97,4,47,79014,0.886655909
99.37,74,75,94837,0.738562797
26.67,7,50,91158,0.767943132
56.8,5,43,96346,0.726250389
102.2,2,103,98576,0.709802487
94.93,16,53,58456,1.196730703
73.93,13,59,106818,0.65477251
40.63,220,40,84144,0.831087778
39.53,5,92,90054,0.776382171
63.13,85,23,97363,0.718099175
38.37,18,74,75406,0.925861603
32.53,117,31,48504,1.439048326
80.87,5,66,104974,0.663684722
74.47,1,114,106887,0.651210811
30.5,44,8,97856,0.71
82.17,7,74,87556,0.793000365
47.8,12,74,95970,0.723339585
66.03,48,45,93363,0.74342941
79.73,38,19,67361,1.029754457
52.7,22,51,49694,1.395562442
106.57,87,9,64966,1.066327925
30.27,11,53,70959,0.976189208
37.3,10,63,89864,0.770572087
95.6,32,27,49859,1.388584408
57.27,9,39,101074,0.684744247
113.6,2,82,98222,0.704230722
79.53,40,52,99663,0.693893019
63.37,4,60,95528,0.72390922
24.33,21,15,102029,0.677207167
83.27,119,64,86680,0.796799954
102.1,4,128,122933,0.561786827
41,17,21,58554,1.179136865
95.7,81,49,74209,0.929462599
20.87,6,68,95591,0.721502024
97.93,14,52,89362,0.771647904
109.17,2,66,91139,0.756303449
73.9,25,43,56979,1.208202145
37,18,79,102497,0.671539069
92.27,7,88,95204,0.722804609
95.07,7,62,84141,0.817781462
97.23,4,76,106316,0.646832085
58.23,9,61,93582,0.734644483
104.23,69,63,108742,0.63222306
88.37,13,99,89194,0.770776846
85.5,6,59,96721,0.710553034
97.5,3,35,84602,0.812313302
78.07,25,93,93800,0.73240629
38.67,6,55,86833,0.790868449
25.5,24,50,86748,0.791493983
23.5,16,83,119272,0.575621269
42.57,4,54,87334,0.785793276
81.77,28,67,99876,0.686488346
37.6,92,44,78334,0.872087599
27.07,1,71,83498,0.817774438
54.83,77,8,97856,0.6975
109.4,8,67,107343,0.635725944
75.8,14,66,95500,0.714466492
26.43,5,37,49165,1.386588223
80.23,2,45,64879,1.050657223
72.7,2,88,82559,0.825079034
70.53,7,74,87838,0.77524067
88.37,97,55,83607,0.814324997
91.33,2,63,90250,0.7542841
63.2,1,96,106628,0.638373879
23.67,9,63,82060,0.82876639
80.03,4,66,86473,0.786464214
84.23,25,65,92968,0.731493094
14.1,175,9,89386,0.760529166
86.47,28,24,58285,1.166275543
101.97,18,38,47103,1.443096193
24.17,11,75,104980,0.647266622
65.13,3,42,82833,0.819982012
101.73,18,48,76188,0.890162362
44.37,3,84,79768,0.848358239
97.67,9,48,103296,0.655015683
97.07,1,38,90002,0.751680518
58,14,41,77675,0.870894754
53.3,20,59,80922,0.835233064
21.33,64,15,73334,0.920963128
104.13,15,50,89808,0.751963299
87.77,7,98,93582,0.720662841
55.03,9,70,72324,0.932417455
72.7,15,53,75761,0.890019799
69.7,112,23,47595,1.416268936
33.63,4,60,88340,0.762685873
55.6,36,34,84475,0.797343238
29.2,16,46,97431,0.690650512
85.8,3,66,96751,0.695424233
105.33,22,64,89491,0.751745539
88.5,6,58,49869,1.349008201
64.53,12,97,115517,0.582283647
32.63,61,50,83383,0.806665507
28.1,4,73,107221,0.62728915
95.2,2,63,101041,0.665195416
67.93,2,55,101325,0.663082359
24.33,13,83,101114,0.664267955
34.67,5,37,80277,0.836672397
20.83,11,54,59159,1.134827161
46.8,94,56,73248,0.91625
78.63,5,54,80811,0.830013488
53.03,5,77,94466,0.709930769
108,263,17,90438,0.741289723
58.07,3,61,99005,0.676810666
23.63,27,24,75020,0.892363636
93.37,68,25,77593,0.862744191
112.53,2,75,91756,0.729174768
41.77,3,62,87570,0.763990179
86.73,6,8,81088,0.825
27.67,27,47,108535,0.61626093
27.87,5,77,51017,1.310647431
86.97,16,93,78812,0.847757067
37.2,2,45,53533,1.247749239
63.8,16,84,92563,0.721065869
83.7,6,42,74786,0.892427995
95.07,4,31,53936,1.236860909
109.67,1,62,87482,0.762305046
80.5,3,27,46587,1.431428295
44.27,1,95,81511,0.818104182
111.5,2,65,88117,0.756427364
40.83,3,60,90460,0.736783661
32.03,21,33,83267,0.800237669
43.3,437,31,110216,0.60440544
82.2,18,54,88445,0.752916615
96.97,5,42,95736,0.695375825
88.4,6,69,74659,0.891297365
56.47,7,62,87599,0.759543488
81.57,16,57,96789,0.687300726
17.4,5,68,89790,0.74069863
17.23,1,128,98649,0.674043427
72.57,7,76,86218,0.771128999
23.27,6,67,103410,0.642522193
96.53,14,56,87501,0.759053039
55.43,52,63,86986,0.763462741
80.7,9,56,97831,0.678767262
110.03,1,76,94455,0.702813509
58.8,22,31,82520,0.804163718
83.17,6,70,88915,0.746303211
35.33,66,40,89451,0.741461247
43.37,7,86,81293,0.815594824
26.9,30,8,97856,0.6775
54.17,2,38,74979,0.884175169
93.4,10,75,82533,0.803243551
31.5,32,28,58744,1.128214286
29.03,3,58,92630,0.715125553
47.67,6,56,94125,0.703703373
26.57,7,66,104688,0.632428741
57.4,3,60,85396,0.774692023
85.23,3,108,76956,0.859564426
114.4,28,10,111243,0.594440819
21.37,50,21,85913,0.769594706
47.57,31,17,67111,0.985147442
39.4,4,71,78274,0.844210977
51.87,1,83,98330,0.671945286
80.67,60,42,96446,0.684900773
46.9,25,62,88828,0.743601004
18.67,23,32,118596,0.556829741
74.9,2,59,82148,0.803856089
99.83,6,45,75513,0.874336472
103.8,2,62,65751,1.00370367
60.43,51,61,96606,0.68244726
101.53,2,60,94677,0.69633966
81.67,107,25,99217,0.664036304
40.6,1,103,94561,0.696435211
96,34,64,80426,0.818625942
28.63,8,66,79955,0.822299043
57.07,17,53,55075,1.193531729
44.2,144,71,81869,0.802114353
82.6,6,43,53080,1.237156745
56.33,10,71,84420,0.77772471
18.53,9,48,78464,0.836235471
32.07,9,60,82184,0.798367322
25.83,2,34,84604,0.775308023
22.23,3,49,78459,0.835948457
39.33,2,43,93727,0.699716944
91.07,35,57,90166,0.726836612
111.47,4,81,91228,0.718119985
111.47,17,66,87963,0.744702659
80.73,9,33,84484,0.774850031
84.2,20,55,103053,0.635123674
98,107,10,89033,0.734781486
76.7,67,10,100784,0.648963923
28,30,34,87913,0.743807514
107.87,7,39,81039,0.804813608
94.7,10,50,96270,0.677380804
33.6,3,60,96998,0.671249716
81.37,2,116,83165,0.782612517
42.67,217,32,46488,1.400029255
46.3,1,74,99702,0.652215703
37.73,6,13,77042,0.844045975
65.5,60,28,47951,1.355540448
30.8,14,50,95085,0.683459957
78.73,16,71,91365,0.711231544
41.23,49,51,86803,0.748592215
112.07,12,63,91024,0.713542692
66.57,63,40,52906,1.227439421
98.2,2,64,89078,0.728870877
102.7,2,34,47751,1.35951645
84.37,11,45,80817,0.803222961
71.07,39,11,89648,0.724004216
73.83,2,39,83889,0.772683546
113.6,1,101,82033,0.789771921
90.2,71,10,98764,0.655965331
95.3,2,45,90950,0.712001649
65.93,35,46,88065,0.735062056
100.03,3,82,87360,0.740988782
66.9,265,11,90291,0.716932695
107.5,15,61,98900,0.654428514
82.07,6,30,83790,0.772333333
64.3,1,97,93299,0.693535086
104.67,4,88,87325,0.740870083
32.5,19,18,94550,0.683885246
81.57,65,43,99065,0.652629385
37.47,1,81,84659,0.763417239
37.5,28,25,84429,0.765015931
105.93,6,13,98379,0.65643674
77.63,42,71,76605,0.842243326
90.47,9,91,83244,0.774857888
68.9,1,76,74101,0.870106206
55.07,11,48,93831,0.68701783
39.23,6,9,110088,0.585555556
21.2,3,59,98344,0.655315017
96.87,57,28,80963,0.795878735
18.37,23,26,50024,1.28795738
92.13,289,18,94161,0.684170092
65.6,57,23,47238,1.363048817
25.87,15,89,96608,0.666431351
22.87,1,43,93049,0.69179658
16.63,224,7,62686,1.026835338
40.53,68,25,44870,1.433750836
20.93,14,59,86620,0.742177442
95.13,5,53,86686,0.741590338
87.07,12,56,80865,0.794874297
111.63,90,35,55938,1.149063249
90.9,12,51,53198,1.207902929
90.93,5,51,84896,0.75665261
105.8,255,5,61160,1.05
91.83,13,39,49396,1.299550976
95.77,65,15,65979,0.972289971
92.8,11,63,85096,0.753827794
106.9,5,52,56462,1.135377599
78.77,4,73,78754,0.81388666
31.33,4,26,47873,1.337733378
93.33,11,57,80646,0.794045086
108.83,2,77,90123,0.710465253
79.9,6,71,83712,0.764650707
103.23,2,95,74066,0.862945346
20.47,5,40,69761,0.916007655
108.43,2,28,91701,0.69680407
98.5,5,73,95647,0.668030362
101.33,131,43,85974,0.743074883
50.23,8,25,52450,1.2176
99.53,47,63,80675,0.791293957
34.83,4,49,75477,0.845687295
91.53,22,46,89271,0.714593877
18.83,314,10,100472,0.634799745
32.9,2,59,80541,0.791726947
21.63,38,9,91224,0.698888889
102.57,2,81,75182,0.847747732
16.6,87,7,85624,0.744285714
34.13,2,75,60283,1.056982731
34.87,4,107,79501,0.801270927
23.6,1,73,80241,0.793687766
71.5,4,65,96693,0.658601864
85.53,3,76,71746,0.886963733
40.8,32,64,93264,0.682162356
82.7,24,34,95000,0.669690526
15.7,32,67,89045,0.714236622
111.3,57,39,56993,1.115859141
108.37,44,28,43915,1.447174086
76.57,24,71,88022,0.721764104
40.73,28,12,85695,0.741325632
66.5,6,54,80475,0.789281267
53.53,13,50,47419,1.339272022
73.43,18,63,90508,0.701515115
41.57,16,47,95635,0.663811052
95.13,7,52,88665,0.715828568
22.33,4,30,43997,1.442555629
81.1,26,50,79538,0.796849682
52.7,7,67,115950,0.546489866
37.67,33,51,79381,0.798170595
83.2,70,75,77582,0.816596247
88.9,10,61,98657,0.641866669
52.4,123,6,62259,1.017113992
94.3,5,72,90317,0.701083628
63.07,14,77,86916,0.72837993
46.37,74,19,50352,1.256990983
99.9,4,46,81221,0.779039657
80.23,1,49,76772,0.823695227
30.57,5,93,78991,0.800058361
79.1,45,29,93643,0.67474611
67.5,15,49,93195,0.677956972
18.5,11,62,83902,0.75303485
86.8,8,36,77225,0.817882551
43.37,13,78,80399,0.785563626
42.3,90,20,89005,0.709340599
27.97,33,36,53142,1.187838997
94.33,41,11,84655,0.745532928
98,8,54,77036,0.819158575
84.33,28,33,43164,1.461818182
93.17,31,35,45965,1.372635266
92.2,104,44,68873,0.915871241
75.8,5,48,80586,0.782426848
34.5,345,9,67245,0.937580192
57.2,1,49,75716,0.832198082
71.53,9,55,88604,0.711070945
14.77,5,19,48560,1.297306219
34.13,86,5,61160,1.03
35.87,1,82,86882,0.724723993
81.17,22,40,99177,0.634788005
94.7,4,81,85753,0.734077525
106.53,3,61,99202,0.634378944
95.87,5,54,88586,0.710252297
73.73,100,7,85624,0.734285714
70.27,31,40,70631,0.889793009
53.4,12,62,81546,0.770479116
82.13,17,48,48815,1.286855884
34.87,18,52,73187,0.858296282
109.27,2,42,56487,1.110958274
60.53,20,42,80686,0.776964157
94.27,11,69,89629,0.699150052
40.1,130,26,43810,1.428440995
47.13,2,71,76572,0.816414747
113.13,15,58,94925,0.658075323
54.23,230,13,79971,0.779887959
104.17,5,42,61051,1.021400632
39.9,23,37,75552,0.824821977
62.27,10,82,90889,0.685324627
69.23,9,75,100319,0.620769346
39.53,144,31,42750,1.455932164
109.93,6,49,95380,0.652557664
83,11,76,82886,0.750763458
70.77,39,41,82668,0.752550806
20.37,11,70,80023,0.776725316
58.07,21,70,83798,0.74161054
83.47,36,50,73964,0.839648207
55.03,10,59,70841,0.876578253
81.27,2,41,43296,1.433718588
105.13,2,80,63090,0.983662863
18.27,26,44,82596,0.751008887
51.13,77,34,78078,0.794455801
112.57,27,35,74052,0.837397234
96.43,9,60,73500,0.842998503
52.07,11,54,79706,0.777335081
36.77,6,46,87839,0.705171165
79.4,37,51,52044,1.188997963
105.43,10,65,78842,0.784764846
113.5,35,60,104351,0.592701939
39.53,78,49,56791,1.089030304
78.83,20,65,79460,0.778212056
87,20,53,83213,0.742994364
72.93,3,62,80734,0.765801273
19.7,24,50,110765,0.55817343
15.83,214,47,101838,0.607049628
114.23,66,37,62604,0.987120791
51.47,33,49,86330,0.715697788
95.83,16,40,80889,0.763638443
33.83,7,47,80833,0.763938119
19.2,1,51,81466,0.757720276
36.5,2,63,90863,0.678944235
42.53,5,58,84039,0.734023251
72.23,3,57,83010,0.742986146
43.63,25,79,90194,0.683735171
98.6,5,64,81662,0.754111215
90.23,24,42,45445,1.355081527
56.77,7,71,79337,0.776073711
90.03,21,34,91793,0.670704084
33.53,6,58,65833,0.935059924
63,12,75,75269,0.817348709
106.33,1,35,54134,1.136308789
22.97,1,28,79765,0.771087319
86.67,3,49,89006,0.690976788
98.53,2,10,83564,0.73567936
38.87,32,58,90921,0.676096501
107.03,17,34,102881,0.597434026
30,10,32,42050,1.46025874
60.9,57,14,86722,0.70785314
79.9,11,87,71979,0.852811931
54.17,12,54,71954,0.852759958
79.27,67,20,83302,0.73654354
103.4,5,34,84253,0.728149977
18.4,120,30,46508,1.316232906
82.5,26,36,47888,1.277978826
36.93,8,46,85335,0.717079276
31.13,220,53,45414,1.346975602
14.73,8,15,97250,0.628571517
44.43,6,95,76026,0.803118801
97.63,49,52,75015,0.813926148
72.87,6,64,94526,0.645575291
30.8,5,38,85034,0.717405391
113.53,461,51,67167,0.908231721
31.77,8,48,78489,0.776952312
63.43,16,65,73962,0.824283416
49,93,23,41859,1.45569101
90.1,5,55,72751,0.837370483
78.5,7,58,64594,0.943011116
35.8,15,31,75610,0.805359344
26.13,10,78,80959,0.751913932
96.97,3,54,67130,0.906626843
95.73,12,58,64240,0.947089664
46.9,18,37,84950,0.716192584
34.07,3,43,79376,0.766335668
99.47,3,57,87540,0.694763651
55.9,2,62,91011,0.667879817
100.77,23,59,84795,0.716748865
78.27,88,10,103500,0.586999807
87.37,22,36,68760,0.883333333
62.43,32,58,74908,0.810649463
94.83,5,45,78758,0.770872165
27.77,8,81,73941,0.820894497
96.67,11,60,88186,0.688250629
38.97,3,62,72630,0.835425306
107.37,24,26,44816,1.353867369
22.3,19,28,42440,1.4296336
103.37,7,56,86835,0.698594461
100,11,75,79162,0.765996564
18.57,86,7,58856,1.03
38.53,62,74,76240,0.795091028
96.47,7,45,72869,0.831767281
80.9,11,47,81560,0.742864272
34.77,4,53,70743,0.856389749
12.9,23,8,86723,0.698258824
51.6,2,67,73170,0.827588903
91.9,5,77,88662,0.682154474
113.1,1,68,82504,0.733065548
35.73,15,57,66811,0.904841119
72.2,4,40,51323,1.176348031
32.13,40,45,83981,0.718592062
94.93,16,62,79286,0.761092374
46.57,13,57,71068,0.848845753
41.23,34,57,88302,0.682957351
86.6,10,77,94463,0.638324741
97.43,2,28,72750,0.828830653
95.3,12,40,83080,0.7255
43.6,356,7,62499,0.964329669
109.4,5,61,85126,0.70780913
95.1,7,50,71439,0.843246266
83.03,3,41,74057,0.813431276
57.3,53,28,45672,1.318700298
16,1,41,79948,0.752799695
